participant_id,trial_index,answer_A,answer_B,answer_C,answer_D,selected_label,is_correct,rel_range,preference_strength,dominant_metric_area,dominant_metric_label,is_uniform,pref_group,mismatch_flag,uniform_rel_range,preference_metric
l10_202,12,132.11111111111111,112.0,154.8181818181818,148.6,A,1,0.31281016282510593,0.045427208359314755,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,13,108.8,102.2,120.14285714285714,104.625,A,1,0.16470106134491655,0.10411834610498709,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,17,107.0,56.5,151.0,259.0,B,0,1.4123801220575414,0.7532693984306887,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,18,116.22222222222224,172.625,124.57142857142856,101.0,B,0,0.5569393713816259,0.3736534152051747,answer_B,B,False,matching,False,0.15,mean_first_fixation_duration
l10_202,19,97.75,87.4,137.88888888888889,96.85714285714286,A,1,0.48096562074133986,0.38236978541551286,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,20,74.6,117.9,141.28571428571428,113.1,C,0,0.5968927817914456,0.2093216546256632,answer_C,C,False,matching,False,0.15,mean_first_fixation_duration
l10_202,21,112.71428571428572,70.4,119.375,104.4,A,1,0.48145775000219426,0.06547937750704377,answer_C,C,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,22,254.0,96.83333333333331,196.8,157.0,A,1,0.8921897913808602,0.32470788589810295,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,23,174.57142857142858,137.83333333333334,134.83333333333334,119.0,A,1,0.39256580607181907,0.2595240097552771,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,24,185.8333333333333,156.66666666666666,115.41666666666669,104.42857142857144,A,1,0.5790376188157584,0.20746448758388525,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,25,91.0,140.25,190.4,203.0,A,1,0.7172016329144321,0.08068518370287357,answer_D,D,False,mismatch,True,0.15,mean_first_fixation_duration
l10_202,26,143.2,130.28571428571428,141.66666666666666,142.66666666666666,A,1,0.09260555565040719,0.0038244182274504318,answer_A,A,True,uniform,False,0.15,mean_first_fixation_duration
l10_202,27,140.2,76.92307692307692,36.71428571428572,112.0,A,1,1.131494208679771,0.30833373383957313,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
l10_202,29,95.625,64.16666666666667,24.90909090909091,92.25,A,1,1.0213499281953087,0.04874512753880872,answer_A,A,False,matching,False,0.15,mean_first_fixation_duration
